order_id,order_date,quantity,category,status
101253,2024-03-17,1,Пионы,cancelled
101254,2024-03-17,1,Пионы,cancelled
101255,2024-03-17,1,Тюльпаны,completed
101256,2024-03-17,3,Тюльпаны,completed
101257,2024-03-17,1,Розы,completed
101258,2024-03-18,1,Пионы,completed
101259,2024-03-18,2,Сборные букеты,completed
101260,2024-03-18,2,Розы,completed
101261,2024-03-18,1,Розы,completed
101262,2024-03-18,1,Сборные букеты,completed
101263,2024-03-18,1,Сборные букеты,completed
101264,2024-03-18,1,Тюльпаны,completed
101265,2024-03-18,1,Пионы,completed
101266,2024-03-18,2,Сборные букеты,completed
101267,2024-03-18,1,Розы,completed
101268,2024-03-18,1,Тюльпаны,completed
101269,2024-03-18,1,Розы,completed
101270,2024-03-18,1,Розы,completed
101271,2024-03-18,2,Сборные букеты,completed
101272,2024-03-18,1,Розы,completed
101273,2024-03-18,2,Хризантемы,completed
101274,2024-03-18,1,Сборные букеты,completed
101275,2024-03-18,1,Сборные букеты,completed
101276,2024-03-18,1,Розы,completed
101277,2024-03-18,3,Розы,completed
101278,2024-03-19,2,Пионы,completed
101279,2024-03-19,1,Тюльпаны,completed
101280,2024-03-19,1,Тюльпаны,pending
101281,2024-03-19,1,Сборные букеты,completed
101282,2024-03-19,2,Хризантемы,completed
101283,2024-03-19,1,Сборные букеты,completed
101284,2024-03-19,2,Розы,completed
101285,2024-03-19,1,Розы,cancelled
101286,2024-03-19,2,Розы,completed
101287,2024-03-19,3,Розы,completed
101288,2024-03-19,1,Сборные букеты,completed
101289,2024-03-19,1,Пионы,completed
101290,2024-03-19,1,Пионы,completed
101291,2024-03-19,1,Сборные букеты,completed
101292,2024-03-19,1,Розы,completed
101293,2024-03-19,1,Розы,completed
101294,2024-03-19,2,Пионы,completed
101295,2024-03-19,1,Сборные букеты,completed
101296,2024-03-20,1,Тюльпаны,cancelled
101297,2024-03-20,1,Розы,completed
101298,2024-03-20,1,Тюльпаны,completed
101299,2024-03-20,1,Розы,completed
101300,2024-03-20,2,Розы,completed
101301,2024-03-20,1,Пионы,completed
101302,2024-03-20,1,Розы,completed
101303,2024-03-20,1,Композиции,completed
101304,2024-03-20,1,Сборные букеты,completed
101305,2024-03-20,2,Хризантемы,completed
101306,2024-03-20,1,Хризантемы,completed
101307,2024-03-20,1,Розы,completed
101308,2024-03-20,1,Розы,pending
101309,2024-03-20,1,Пионы,completed
101310,2024-03-20,1,Тюльпаны,completed
101311,2024-03-20,1,Тюльпаны,completed
101312,2024-03-20,2,Сборные букеты,completed
101313,2024-03-20,1,Розы,cancelled
101314,2024-03-20,1,Сборные букеты,completed
101315,2024-03-20,1,Сборные букеты,completed
101316,2024-03-20,1,Розы,completed
101317,2024-03-21,1,Пионы,completed
101318,2024-03-21,1,Тюльпаны,completed
101319,2024-03-21,1,Розы,completed
101320,2024-03-21,1,Розы,completed
101321,2024-03-21,1,Тюльпаны,completed
101322,2024-03-21,1,Композиции,completed
101323,2024-03-21,1,Тюльпаны,completed
101324,2024-03-21,1,Хризантемы,completed
101325,2024-03-21,1,Розы,completed
101326,2024-03-21,1,Пионы,completed
101327,2024-03-21,2,Сборные букеты,completed
101328,2024-03-21,1,Сборные букеты,completed
101329,2024-03-21,1,Розы,completed
101330,2024-03-21,2,Хризантемы,completed
101331,2024-03-21,3,Розы,completed
101332,2024-03-21,1,Тюльпаны,completed
101333,2024-03-21,1,Розы,cancelled
101334,2024-03-21,1,Пионы,completed
101335,2024-03-21,2,Хризантемы,completed
101336,2024-03-21,1,Тюльпаны,completed
101337,2024-03-21,1,Тюльпаны,completed
101338,2024-03-21,1,Сборные букеты,pending
101339,2024-03-21,1,Тюльпаны,completed
101340,2024-03-21,1,Розы,completed
101341,2024-03-22,1,Хризантемы,completed
101342,2024-03-22,1,Тюльпаны,completed
101343,2024-03-22,1,Розы,completed
101344,2024-03-22,1,Композиции,pending
101345,2024-03-22,1,Тюльпаны,completed
101346,2024-03-22,3,Хризантемы,completed
101347,2024-03-22,1,Тюльпаны,completed
101348,2024-03-22,1,Сборные букеты,completed
101349,2024-03-22,1,Хризантемы,completed
101350,2024-03-22,2,Розы,completed
101351,2024-03-22,2,Хризантемы,completed
101352,2024-03-22,1,Тюльпаны,completed
101353,2024-03-22,1,Тюльпаны,completed
101354,2024-03-22,1,Тюльпаны,completed
101355,2024-03-22,1,Розы,pending
101356,2024-03-22,2,Пионы,completed
101357,2024-03-22,2,Тюльпаны,completed
101358,2024-03-22,1,Розы,completed
101359,2024-03-22,1,Тюльпаны,completed
101360,2024-03-23,1,Пионы,completed
101361,2024-03-23,1,Сборные букеты,completed
101362,2024-03-23,1,Розы,completed
101363,2024-03-23,2,Сборные букеты,completed
101364,2024-03-23,1,Композиции,pending
101365,2024-03-23,1,Композиции,completed
101366,2024-03-23,1,Розы,completed
101367,2024-03-23,2,Пионы,completed
101368,2024-03-23,2,Тюльпаны,completed
101369,2024-03-23,3,Розы,cancelled
101370,2024-03-23,1,Сборные букеты,cancelled
101371,2024-03-23,1,Тюльпаны,completed
101372,2024-03-24,1,Розы,pending
101373,2024-03-24,2,Сборные букеты,completed
101374,2024-03-24,2,Тюльпаны,completed
101375,2024-03-24,1,Сборные букеты,pending
101376,2024-03-24,1,Пионы,completed
101377,2024-03-24,1,Пионы,completed
101378,2024-03-24,1,Хризантемы,completed
101379,2024-03-24,1,Розы,completed
101380,2024-03-24,1,Пионы,completed
101381,2024-03-24,1,Розы,completed
101382,2024-03-24,1,Розы,completed
101383,2024-03-24,1,Розы,completed
101384,2024-03-24,1,Тюльпаны,completed
101385,2024-03-24,1,Розы,completed
101386,2024-03-24,1,Розы,completed
101387,2024-03-24,1,Сборные букеты,completed
101388,2024-03-24,1,Розы,completed
101389,2024-03-24,1,Розы,completed
101390,2024-03-24,2,Розы,completed
101391,2024-03-24,1,Розы,completed
101392,2024-03-24,1,Розы,completed
101393,2024-03-25,1,Композиции,completed
101394,2024-03-25,1,Розы,completed
101395,2024-03-25,1,Розы,completed
101396,2024-03-25,1,Хризантемы,completed
101397,2024-03-25,1,Тюльпаны,completed
101398,2024-03-25,1,Розы,completed
101399,2024-03-25,2,Пионы,completed
101400,2024-03-25,1,Тюльпаны,completed
101401,2024-03-25,2,Розы,completed
101402,2024-03-25,1,Пионы,completed
101403,2024-03-25,1,Розы,completed
101404,2024-03-26,1,Тюльпаны,completed
101405,2024-03-26,2,Розы,completed
101406,2024-03-26,1,Сборные букеты,completed
101407,2024-03-26,2,Сборные букеты,completed
101408,2024-03-26,1,Розы,completed
101409,2024-03-26,1,Тюльпаны,pending
101410,2024-03-26,3,Пионы,completed
101411,2024-03-26,1,Хризантемы,completed
101412,2024-03-26,2,Розы,completed
101413,2024-03-26,3,Сборные букеты,completed
101414,2024-03-26,1,Тюльпаны,cancelled
101415,2024-03-26,1,Тюльпаны,completed
101416,2024-03-26,1,Пионы,completed
101417,2024-03-26,1,Пионы,completed
101418,2024-03-26,1,Сборные букеты,cancelled
101419,2024-03-26,1,Сборные букеты,completed
101420,2024-03-26,1,Хризантемы,completed
101421,2024-03-26,1,Сборные букеты,completed
101422,2024-03-26,1,Розы,completed
101423,2024-03-27,1,Розы,completed
101424,2024-03-27,2,Розы,completed
101425,2024-03-27,2,Пионы,completed
101426,2024-03-27,1,Тюльпаны,completed
101427,2024-03-27,1,Пионы,pending
101428,2024-03-27,1,Сборные букеты,pending
101429,2024-03-27,1,Сборные букеты,pending
101430,2024-03-27,2,Пионы,completed
101431,2024-03-27,2,Сборные букеты,completed
101432,2024-03-27,1,Розы,pending
101433,2024-03-27,1,Розы,completed
101434,2024-03-27,1,Пионы,completed
101435,2024-03-27,1,Розы,completed
101436,2024-03-27,1,Пионы,completed
101437,2024-03-27,2,Тюльпаны,completed
101438,2024-03-27,1,Хризантемы,completed
101439,2024-03-28,2,Розы,completed
101440,2024-03-28,1,Пионы,completed
101441,2024-03-28,3,Композиции,pending
101442,2024-03-28,2,Розы,completed
101443,2024-03-28,2,Розы,completed
101444,2024-03-28,1,Розы,completed
101445,2024-03-28,1,Тюльпаны,completed
101446,2024-03-28,2,Сборные букеты,completed
101447,2024-03-28,1,Тюльпаны,completed
101448,2024-03-28,2,Хризантемы,completed
101449,2024-03-28,2,Сборные букеты,completed
101450,2024-03-28,1,Композиции,completed
101451,2024-03-28,2,Хризантемы,completed
101452,2024-03-28,1,Розы,pending
101453,2024-03-28,1,Тюльпаны,completed
101454,2024-03-28,1,Розы,pending
101455,2024-03-28,2,Розы,completed
101456,2024-03-28,2,Тюльпаны,pending
101457,2024-03-28,1,Сборные букеты,completed
101458,2024-03-28,1,Тюльпаны,completed
101459,2024-03-28,1,Тюльпаны,completed
101460,2024-03-28,2,Тюльпаны,completed
101461,2024-03-29,2,Сборные букеты,completed
101462,2024-03-29,2,Хризантемы,completed
101463,2024-03-29,1,Тюльпаны,completed
101464,2024-03-29,1,Тюльпаны,completed
101465,2024-03-29,2,Сборные букеты,completed
101466,2024-03-29,1,Композиции,completed
101467,2024-03-29,2,Сборные букеты,completed
101468,2024-03-29,2,Тюльпаны,completed
101469,2024-03-29,2,Сборные букеты,completed
101470,2024-03-29,2,Розы,completed
101471,2024-03-29,1,Розы,completed
101472,2024-03-29,1,Сборные букеты,completed
101473,2024-03-29,1,Сборные букеты,completed
101474,2024-03-29,1,Сборные букеты,pending
101475,2024-03-30,1,Сборные букеты,completed
101476,2024-03-30,1,Сборные букеты,completed
101477,2024-03-30,2,Тюльпаны,completed
101478,2024-03-30,1,Розы,completed
101479,2024-03-30,3,Розы,completed
101480,2024-03-30,1,Хризантемы,completed
101481,2024-03-30,1,Композиции,completed
101482,2024-03-30,1,Тюльпаны,completed
101483,2024-03-30,3,Пионы,completed
101484,2024-03-30,1,Тюльпаны,completed
101485,2024-03-30,2,Тюльпаны,completed
101486,2024-03-30,1,Тюльпаны,completed
101487,2024-03-30,1,Розы,completed
101488,2024-03-30,1,Пионы,pending
101489,2024-03-30,1,Сборные букеты,completed
101490,2024-03-30,1,Хризантемы,completed
101491,2024-03-30,2,Розы,completed
101492,2024-03-31,1,Композиции,completed
101493,2024-03-31,1,Тюльпаны,completed
101494,2024-03-31,1,Тюльпаны,completed
101495,2024-03-31,2,Композиции,completed
101496,2024-03-31,1,Розы,completed
101497,2024-03-31,2,Сборные букеты,pending
101498,2024-03-31,1,Розы,completed
101499,2024-03-31,1,Тюльпаны,pending
101500,2024-03-31,1,Розы,completed
101501,2024-03-31,1,Розы,completed
101502,2024-03-31,1,Розы,completed
101503,2024-03-31,1,Тюльпаны,completed
101504,2024-03-31,2,Тюльпаны,completed
101505,2024-04-01,3,Хризантемы,completed
101506,2024-04-01,1,Розы,completed
101507,2024-04-01,1,Розы,completed
101508,2024-04-01,1,Сборные букеты,completed
101509,2024-04-01,1,Розы,completed
101510,2024-04-01,1,Розы,completed
101511,2024-04-01,1,Хризантемы,completed
101512,2024-04-01,2,Тюльпаны,completed
101513,2024-04-01,1,Пионы,completed
101514,2024-04-01,1,Композиции,completed
101515,2024-04-01,1,Тюльпаны,completed
101516,2024-04-01,1,Сборные букеты,completed
101517,2024-04-01,1,Розы,completed
101518,2024-04-02,1,Хризантемы,completed
101519,2024-04-02,2,Розы,completed
101520,2024-04-02,1,Сборные букеты,completed
101521,2024-04-02,2,Сборные букеты,completed
101522,2024-04-02,2,Сборные букеты,completed
101523,2024-04-02,1,Тюльпаны,completed
101524,2024-04-02,1,Тюльпаны,completed
101525,2024-04-03,1,Тюльпаны,completed
101526,2024-04-03,1,Сборные букеты,completed
101527,2024-04-03,1,Хризантемы,completed
101528,2024-04-03,1,Тюльпаны,completed
101529,2024-04-03,2,Композиции,completed
101530,2024-04-03,1,Розы,completed
101531,2024-04-03,1,Композиции,completed
101532,2024-04-03,3,Розы,completed
101533,2024-04-03,1,Сборные букеты,completed
101534,2024-04-03,1,Розы,completed
101535,2024-04-03,2,Композиции,completed
101536,2024-04-03,1,Сборные букеты,completed
101537,2024-04-04,1,Тюльпаны,completed
101538,2024-04-04,1,Сборные букеты,completed
101539,2024-04-04,1,Розы,completed
101540,2024-04-04,1,Хризантемы,completed
101541,2024-04-04,2,Тюльпаны,cancelled
101542,2024-04-04,2,Пионы,completed
101543,2024-04-04,2,Розы,completed
101544,2024-04-04,1,Сборные букеты,completed
101545,2024-04-05,1,Хризантемы,completed
101546,2024-04-05,1,Розы,completed
101547,2024-04-05,2,Розы,completed
101548,2024-04-05,1,Пионы,completed
101549,2024-04-05,1,Композиции,completed
101550,2024-04-05,2,Розы,completed
101551,2024-04-05,1,Сборные букеты,completed
101552,2024-04-05,1,Розы,completed
101553,2024-04-05,1,Тюльпаны,pending
101554,2024-04-06,1,Сборные букеты,pending
101555,2024-04-06,1,Пионы,completed
101556,2024-04-06,1,Композиции,pending
101557,2024-04-06,1,Композиции,completed
101558,2024-04-06,2,Тюльпаны,completed
101559,2024-04-06,2,Сборные букеты,completed
101560,2024-04-06,2,Тюльпаны,completed
101561,2024-04-06,2,Сборные букеты,completed
101562,2024-04-06,2,Сборные букеты,pending
101563,2024-04-06,1,Тюльпаны,completed
101564,2024-04-06,1,Сборные букеты,completed
101565,2024-04-06,1,Тюльпаны,completed
101566,2024-04-06,1,Сборные букеты,completed
101567,2024-04-06,2,Тюльпаны,completed
101568,2024-04-07,1,Сборные букеты,completed
101569,2024-04-07,1,Розы,completed
101570,2024-04-07,1,Розы,completed
101571,2024-04-07,1,Композиции,completed
101572,2024-04-07,1,Сборные букеты,completed
101573,2024-04-07,1,Сборные букеты,cancelled
101574,2024-04-07,3,Сборные букеты,completed
101575,2024-04-07,1,Тюльпаны,completed
101576,2024-04-07,1,Сборные букеты,completed
101577,2024-04-07,1,Сборные букеты,completed
101578,2024-04-08,2,Тюльпаны,completed
101579,2024-04-08,2,Сборные букеты,pending
101580,2024-04-08,1,Тюльпаны,completed
101581,2024-04-08,1,Хризантемы,completed
101582,2024-04-08,1,Розы,completed
101583,2024-04-08,2,Хризантемы,completed
101584,2024-04-08,2,Тюльпаны,completed
101585,2024-04-08,1,Композиции,completed
101586,2024-04-08,2,Розы,completed
101587,2024-04-08,1,Тюльпаны,completed
101588,2024-04-09,1,Тюльпаны,completed
101589,2024-04-09,2,Сборные букеты,completed
101590,2024-04-09,1,Хризантемы,completed
101591,2024-04-09,1,Хризантемы,completed
101592,2024-04-09,1,Хризантемы,completed
101593,2024-04-09,2,Розы,completed
101594,2024-04-09,1,Розы,completed
101595,2024-04-09,1,Тюльпаны,completed
101596,2024-04-09,2,Тюльпаны,completed
101597,2024-04-09,1,Пионы,completed
101598,2024-04-09,1,Розы,completed
101599,2024-04-10,2,Хризантемы,completed
101600,2024-04-10,3,Розы,completed
101601,2024-04-10,1,Хризантемы,completed
101602,2024-04-10,1,Тюльпаны,completed
101603,2024-04-10,1,Сборные букеты,completed
101604,2024-04-10,2,Пионы,completed
101605,2024-04-10,1,Хризантемы,completed
101606,2024-04-10,2,Розы,completed
101607,2024-04-10,1,Розы,completed
101608,2024-04-10,1,Розы,completed
101609,2024-04-10,1,Пионы,completed
101610,2024-04-10,1,Тюльпаны,completed
101611,2024-04-10,1,Тюльпаны,completed
101612,2024-04-10,3,Композиции,pending
101613,2024-04-10,1,Хризантемы,completed
101614,2024-04-11,2,Пионы,completed
101615,2024-04-11,2,Тюльпаны,cancelled
101616,2024-04-11,2,Пионы,completed
101617,2024-04-11,1,Хризантемы,completed
101618,2024-04-11,1,Сборные букеты,completed
101619,2024-04-11,1,Розы,completed
101620,2024-04-11,1,Тюльпаны,completed
101621,2024-04-11,2,Сборные букеты,completed
101622,2024-04-11,1,Розы,completed
101623,2024-04-11,2,Тюльпаны,completed
101624,2024-04-11,1,Сборные букеты,completed
101625,2024-04-12,2,Композиции,pending
101626,2024-04-12,1,Тюльпаны,pending
101627,2024-04-12,1,Пионы,completed
101628,2024-04-12,1,Розы,cancelled
101629,2024-04-12,3,Розы,completed
101630,2024-04-12,1,Розы,cancelled
101631,2024-04-12,1,Тюльпаны,pending
101632,2024-04-12,1,Розы,completed
101633,2024-04-12,1,Сборные букеты,completed
101634,2024-04-13,1,Сборные букеты,completed
101635,2024-04-13,2,Сборные букеты,completed
101636,2024-04-13,2,Тюльпаны,completed
101637,2024-04-13,1,Тюльпаны,completed
101638,2024-04-13,1,Композиции,completed
101639,2024-04-13,1,Сборные букеты,completed
101640,2024-04-13,1,Тюльпаны,completed
101641,2024-04-13,1,Хризантемы,completed
101642,2024-04-13,2,Тюльпаны,completed
101643,2024-04-13,1,Сборные букеты,completed
101644,2024-04-13,1,Розы,completed
101645,2024-04-13,1,Тюльпаны,completed
101646,2024-04-13,1,Сборные букеты,completed
101647,2024-04-13,1,Тюльпаны,completed
101648,2024-04-13,1,Тюльпаны,cancelled
101649,2024-04-13,2,Хризантемы,completed
101650,2024-04-13,1,Хризантемы,completed
101651,2024-04-14,1,Пионы,pending
101652,2024-04-14,1,Сборные букеты,completed
101653,2024-04-14,1,Композиции,completed
101654,2024-04-14,1,Композиции,completed
101655,2024-04-14,2,Сборные букеты,pending
101656,2024-04-14,1,Пионы,completed
101657,2024-04-14,1,Сборные букеты,completed
101658,2024-04-14,1,Пионы,completed
101659,2024-04-14,2,Тюльпаны,completed
101660,2024-04-14,1,Сборные букеты,completed
101661,2024-04-14,1,Композиции,completed
101662,2024-04-14,2,Пионы,completed
101663,2024-04-15,2,Тюльпаны,completed
101664,2024-04-15,1,Розы,pending
101665,2024-04-15,1,Композиции,pending
101666,2024-04-15,1,Пионы,completed
101667,2024-04-15,1,Пионы,completed
101668,2024-04-15,1,Розы,completed
101669,2024-04-15,1,Тюльпаны,completed
101670,2024-04-16,1,Хризантемы,completed
101671,2024-04-16,1,Сборные букеты,completed
101672,2024-04-16,1,Сборные букеты,completed
101673,2024-04-16,1,Пионы,completed
101674,2024-04-16,1,Сборные букеты,pending
101675,2024-04-16,3,Композиции,completed
101676,2024-04-17,1,Композиции,completed
101677,2024-04-17,1,Тюльпаны,completed
101678,2024-04-17,1,Композиции,completed
101679,2024-04-17,1,Розы,completed
101680,2024-04-17,1,Пионы,completed
101681,2024-04-17,1,Розы,completed
101682,2024-04-17,1,Композиции,completed
101683,2024-04-17,1,Композиции,completed
101684,2024-04-17,1,Композиции,pending
101685,2024-04-18,1,Розы,completed
101686,2024-04-18,2,Сборные букеты,completed
101687,2024-04-18,1,Тюльпаны,completed
101688,2024-04-18,1,Тюльпаны,pending
101689,2024-04-18,1,Сборные букеты,completed
101690,2024-04-18,1,Розы,completed
101691,2024-04-18,3,Пионы,completed
101692,2024-04-18,2,Тюльпаны,completed
101693,2024-04-18,1,Тюльпаны,completed
101694,2024-04-18,1,Сборные букеты,completed
101695,2024-04-18,1,Хризантемы,completed
101696,2024-04-18,1,Розы,completed
101697,2024-04-18,1,Розы,completed
101698,2024-04-18,1,Пионы,completed
101699,2024-04-18,2,Хризантемы,completed
101700,2024-04-18,2,Хризантемы,completed
101701,2024-04-18,1,Сборные букеты,completed
101702,2024-04-18,1,Пионы,completed
101703,2024-04-19,2,Тюльпаны,completed
101704,2024-04-19,1,Пионы,completed
101705,2024-04-19,1,Сборные букеты,completed
101706,2024-04-19,1,Розы,completed
101707,2024-04-19,1,Тюльпаны,completed
101708,2024-04-19,1,Тюльпаны,completed
101709,2024-04-19,1,Композиции,completed
101710,2024-04-19,3,Хризантемы,completed
101711,2024-04-19,1,Сборные букеты,completed
101712,2024-04-19,1,Розы,completed
101713,2024-04-19,2,Хризантемы,completed
101714,2024-04-19,1,Сборные букеты,completed
101715,2024-04-19,1,Пионы,completed
101716,2024-04-19,1,Композиции,completed
101717,2024-04-19,1,Тюльпаны,completed
101718,2024-04-19,1,Розы,completed
101719,2024-04-19,1,Розы,completed
101720,2024-04-19,1,Розы,completed
101721,2024-04-19,2,Композиции,completed
101722,2024-04-20,1,Тюльпаны,completed
101723,2024-04-20,2,Сборные букеты,completed
101724,2024-04-20,1,Тюльпаны,completed
101725,2024-04-20,1,Розы,completed
101726,2024-04-20,1,Тюльпаны,pending
101727,2024-04-20,1,Сборные букеты,pending
101728,2024-04-20,1,Тюльпаны,completed
101729,2024-04-20,3,Сборные букеты,completed
101730,2024-04-20,1,Сборные букеты,completed
101731,2024-04-21,1,Хризантемы,completed
101732,2024-04-21,1,Тюльпаны,completed
101733,2024-04-21,1,Хризантемы,completed
101734,2024-04-21,1,Розы,completed
101735,2024-04-21,1,Тюльпаны,completed
101736,2024-04-21,1,Тюльпаны,completed
101737,2024-04-21,2,Розы,completed
101738,2024-04-22,2,Сборные букеты,completed
101739,2024-04-22,1,Розы,pending
101740,2024-04-22,1,Хризантемы,completed
101741,2024-04-22,1,Хризантемы,completed
101742,2024-04-22,1,Розы,completed
101743,2024-04-22,1,Хризантемы,completed
101744,2024-04-22,1,Сборные букеты,completed
101745,2024-04-22,2,Розы,completed
101746,2024-04-22,1,Пионы,completed
101747,2024-04-22,2,Сборные букеты,cancelled
101748,2024-04-22,1,Розы,completed
101749,2024-04-22,1,Розы,completed
101750,2024-04-23,2,Хризантемы,completed
101751,2024-04-23,2,Розы,completed
101752,2024-04-23,1,Хризантемы,completed
101753,2024-04-23,1,Розы,completed
101754,2024-04-23,1,Розы,completed
101755,2024-04-23,3,Сборные букеты,pending
101756,2024-04-23,2,Розы,completed
101757,2024-04-23,1,Хризантемы,completed
101758,2024-04-23,2,Композиции,completed
101759,2024-04-24,1,Пионы,completed
101760,2024-04-24,2,Пионы,completed
101761,2024-04-24,1,Тюльпаны,completed
101762,2024-04-24,1,Композиции,completed
101763,2024-04-24,1,Тюльпаны,completed
101764,2024-04-24,1,Сборные букеты,completed
101765,2024-04-24,1,Розы,completed
101766,2024-04-24,2,Хризантемы,completed
101767,2024-04-24,1,Пионы,completed
101768,2024-04-24,2,Сборные букеты,pending
101769,2024-04-24,2,Тюльпаны,completed
101770,2024-04-24,1,Розы,completed
101771,2024-04-24,2,Розы,completed
101772,2024-04-25,1,Сборные букеты,completed
101773,2024-04-25,1,Хризантемы,completed
101774,2024-04-25,1,Хризантемы,pending
101775,2024-04-25,1,Розы,completed
101776,2024-04-25,1,Сборные букеты,completed
101777,2024-04-25,2,Хризантемы,completed
101778,2024-04-25,1,Тюльпаны,completed
101779,2024-04-25,2,Розы,completed
101780,2024-04-25,2,Хризантемы,completed
101781,2024-04-25,1,Розы,completed
101782,2024-04-25,1,Розы,completed
101783,2024-04-25,1,Композиции,completed
101784,2024-04-25,2,Розы,completed
101785,2024-04-26,2,Сборные букеты,pending
101786,2024-04-26,2,Сборные букеты,completed
101787,2024-04-26,1,Хризантемы,completed
101788,2024-04-26,1,Розы,completed
101789,2024-04-26,1,Сборные букеты,completed
101790,2024-04-26,2,Пионы,completed
101791,2024-04-26,2,Розы,completed
101792,2024-04-26,1,Композиции,cancelled
101793,2024-04-26,1,Розы,completed
101794,2024-04-26,2,Хризантемы,completed
101795,2024-04-26,1,Пионы,completed
101796,2024-04-26,1,Тюльпаны,completed
101797,2024-04-27,1,Композиции,completed
101798,2024-04-27,1,Розы,completed
101799,2024-04-27,3,Розы,pending
101800,2024-04-27,1,Композиции,cancelled
101801,2024-04-27,1,Розы,completed
101802,2024-04-27,1,Розы,completed
101803,2024-04-27,1,Сборные букеты,pending
101804,2024-04-27,1,Хризантемы,completed
101805,2024-04-27,2,Розы,completed
101806,2024-04-27,1,Тюльпаны,completed
101807,2024-04-27,1,Сборные букеты,completed
101808,2024-04-27,1,Розы,completed
101809,2024-04-28,3,Сборные букеты,completed
101810,2024-04-28,1,Сборные букеты,completed
101811,2024-04-28,1,Композиции,completed
101812,2024-04-28,1,Сборные букеты,cancelled
101813,2024-04-28,1,Композиции,completed
101814,2024-04-28,1,Тюльпаны,completed
101815,2024-04-28,2,Сборные букеты,completed
101816,2024-04-28,2,Розы,completed
101817,2024-04-28,1,Розы,completed
101818,2024-04-28,1,Композиции,completed
101819,2024-04-28,1,Розы,completed
101820,2024-04-28,1,Тюльпаны,completed
101821,2024-04-28,1,Сборные букеты,completed
101822,2024-04-28,1,Тюльпаны,completed
101823,2024-04-28,2,Розы,completed
101824,2024-04-29,3,Сборные букеты,completed
101825,2024-04-29,2,Пионы,completed
101826,2024-04-29,3,Композиции,completed
101827,2024-04-29,1,Тюльпаны,completed
101828,2024-04-29,1,Сборные букеты,completed
101829,2024-04-29,3,Тюльпаны,completed
101830,2024-04-29,1,Тюльпаны,completed
101831,2024-04-30,1,Розы,completed
101832,2024-04-30,2,Хризантемы,completed
101833,2024-04-30,1,Сборные букеты,completed
101834,2024-04-30,1,Сборные букеты,completed
101835,2024-04-30,1,Хризантемы,cancelled
101836,2024-04-30,3,Хризантемы,completed
101837,2024-04-30,1,Сборные букеты,completed
101838,2024-04-30,2,Хризантемы,completed
101839,2024-04-30,1,Хризантемы,completed
101840,2024-04-30,1,Розы,completed
101841,2024-04-30,1,Сборные букеты,completed
101842,2024-04-30,1,Сборные букеты,completed
101843,2024-04-30,2,Розы,completed
101844,2024-05-01,1,Сборные букеты,completed
101845,2024-05-01,1,Розы,completed
101846,2024-05-01,1,Пионы,completed
101847,2024-05-01,1,Сборные букеты,completed
101848,2024-05-01,2,Розы,completed
101849,2024-05-01,1,Розы,completed
101850,2024-05-01,1,Сборные букеты,completed
101851,2024-05-01,1,Сборные букеты,completed
101852,2024-05-01,1,Пионы,completed
101853,2024-05-01,3,Тюльпаны,completed
101854,2024-05-01,1,Пионы,completed
101855,2024-05-01,1,Сборные букеты,completed
101856,2024-05-01,1,Хризантемы,completed
101857,2024-05-01,1,Пионы,completed
101858,2024-05-01,2,Тюльпаны,completed
101859,2024-05-02,1,Розы,completed
101860,2024-05-02,1,Хризантемы,completed
101861,2024-05-02,1,Розы,completed
101862,2024-05-02,1,Композиции,completed
101863,2024-05-02,1,Пионы,completed
101864,2024-05-02,1,Сборные букеты,pending
101865,2024-05-02,3,Розы,completed
101866,2024-05-02,1,Хризантемы,completed
101867,2024-05-02,1,Сборные букеты,completed
101868,2024-05-02,1,Сборные букеты,completed
101869,2024-05-02,3,Розы,completed
101870,2024-05-02,1,Сборные букеты,completed
101871,2024-05-03,1,Тюльпаны,completed
101872,2024-05-03,3,Сборные букеты,completed
101873,2024-05-03,1,Тюльпаны,completed
101874,2024-05-03,1,Сборные букеты,pending
101875,2024-05-03,1,Сборные букеты,completed
101876,2024-05-03,1,Хризантемы,completed
101877,2024-05-03,2,Сборные букеты,completed
101878,2024-05-03,1,Композиции,pending
101879,2024-05-03,2,Пионы,completed
101880,2024-05-04,1,Композиции,cancelled
101881,2024-05-04,1,Хризантемы,completed
101882,2024-05-04,3,Розы,pending
101883,2024-05-04,1,Розы,completed
101884,2024-05-04,1,Композиции,completed
101885,2024-05-04,1,Розы,pending
101886,2024-05-04,1,Пионы,completed
101887,2024-05-04,2,Пионы,completed
101888,2024-05-04,1,Розы,completed
101889,2024-05-04,1,Сборные букеты,completed
101890,2024-05-04,1,Композиции,completed
101891,2024-05-04,1,Хризантемы,completed
101892,2024-05-04,3,Сборные букеты,completed
101893,2024-05-04,2,Пионы,completed
101894,2024-05-04,1,Хризантемы,completed
101895,2024-05-04,2,Тюльпаны,completed
101896,2024-05-04,1,Розы,pending
101897,2024-05-05,1,Сборные букеты,completed
101898,2024-05-05,2,Тюльпаны,completed
101899,2024-05-05,1,Хризантемы,completed
101900,2024-05-05,1,Сборные букеты,completed
101901,2024-05-05,1,Хризантемы,completed
101902,2024-05-05,1,Розы,completed
101903,2024-05-05,1,Розы,completed
101904,2024-05-05,1,Композиции,completed
101905,2024-05-05,1,Хризантемы,completed
101906,2024-05-05,1,Пионы,cancelled
101907,2024-05-05,2,Сборные букеты,completed
101908,2024-05-05,1,Тюльпаны,cancelled
